idx,onnx,vnnlib,csv_timeout,used_timeout,wall_sec,verdict,exit_code,result_file,log_file
53,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_8perturbations_delta10_epsilon10_w40.vnnlib",300,300,3.47,unsat,0,"/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0053__NN_rul_full_window_40__robustness_8perturbations_delta10_epsilon10_w40.result","/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0053__NN_rul_full_window_40__robustness_8perturbations_delta10_epsilon10_w40.log"
54,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_8perturbations_delta20_epsilon10_w40.vnnlib",300,300,3.51,unsat,0,"/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0054__NN_rul_full_window_40__robustness_8perturbations_delta20_epsilon10_w40.result","/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0054__NN_rul_full_window_40__robustness_8perturbations_delta20_epsilon10_w40.log"
55,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_8perturbations_delta40_epsilon10_w40.vnnlib",600,600,607.06,timeout,0,"/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0055__NN_rul_full_window_40__robustness_8perturbations_delta40_epsilon10_w40.result","/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0055__NN_rul_full_window_40__robustness_8perturbations_delta40_epsilon10_w40.log"
56,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_16perturbations_delta5_epsilon10_w40.vnnlib",300,300,3.49,unsat,0,"/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0056__NN_rul_full_window_40__robustness_16perturbations_delta5_epsilon10_w40.result","/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0056__NN_rul_full_window_40__robustness_16perturbations_delta5_epsilon10_w40.log"
57,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_16perturbations_delta10_epsilon10_w40.vnnlib",300,300,3.50,unsat,0,"/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0057__NN_rul_full_window_40__robustness_16perturbations_delta10_epsilon10_w40.result","/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0057__NN_rul_full_window_40__robustness_16perturbations_delta10_epsilon10_w40.log"
58,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_16perturbations_delta20_epsilon10_w40.vnnlib",600,600,3.47,unsat,0,"/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0058__NN_rul_full_window_40__robustness_16perturbations_delta20_epsilon10_w40.result","/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0058__NN_rul_full_window_40__robustness_16perturbations_delta20_epsilon10_w40.log"
59,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_16perturbations_delta40_epsilon10_w40.vnnlib",1200,1200,3.47,unsat,0,"/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0059__NN_rul_full_window_40__robustness_16perturbations_delta40_epsilon10_w40.result","/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0059__NN_rul_full_window_40__robustness_16perturbations_delta40_epsilon10_w40.log"
60,"onnx/NN_rul_full_window_40.onnx","vnnlib/monotonicity_CI_shift5_w40.vnnlib",120,120,3.52,unsat,0,"/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0060__NN_rul_full_window_40__monotonicity_CI_shift5_w40.result","/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0060__NN_rul_full_window_40__monotonicity_CI_shift5_w40.log"
61,"onnx/NN_rul_full_window_40.onnx","vnnlib/monotonicity_CI_shift10_w40.vnnlib",300,300,3.46,unsat,0,"/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0061__NN_rul_full_window_40__monotonicity_CI_shift10_w40.result","/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0061__NN_rul_full_window_40__monotonicity_CI_shift10_w40.log"
62,"onnx/NN_rul_full_window_40.onnx","vnnlib/monotonicity_CI_shift20_w40.vnnlib",600,600,3.50,unsat,0,"/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0062__NN_rul_full_window_40__monotonicity_CI_shift20_w40.result","/data1/Kane/ACT/audit_results/abcrown_nopgd_20260525/collins_rul_cnn_2022/0062__NN_rul_full_window_40__monotonicity_CI_shift20_w40.log"
