idx,onnx,vnnlib,csv_timeout,used_timeout,wall_sec,verdict_raw,verdict,exit_code,result_file,log_file
1,onnx/vgg16-7.onnx,vnnlib/spec0_suit.vnnlib,1200,1200,71.02,False,sat,0,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0001__vgg16-7__spec0_suit.result,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0001__vgg16-7__spec0_suit.log
2,onnx/vgg16-7.onnx,vnnlib/spec1_Scottish_deerhound.vnnlib,1200,1200,59.18,True,unsat,0,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0002__vgg16-7__spec1_Scottish_deerhound.result,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0002__vgg16-7__spec1_Scottish_deerhound.log
3,onnx/vgg16-7.onnx,vnnlib/spec2_Airedale.vnnlib,1200,1200,59.97,True,unsat,0,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0003__vgg16-7__spec2_Airedale.result,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0003__vgg16-7__spec2_Airedale.log
4,onnx/vgg16-7.onnx,vnnlib/spec3_canoe.vnnlib,1200,1200,59.97,True,unsat,0,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0004__vgg16-7__spec3_canoe.result,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0004__vgg16-7__spec3_canoe.log
5,onnx/vgg16-7.onnx,vnnlib/spec4_grille.vnnlib,1200,1200,59.31,True,unsat,0,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0005__vgg16-7__spec4_grille.result,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0005__vgg16-7__spec4_grille.log
6,onnx/vgg16-7.onnx,vnnlib/spec5_scale.vnnlib,1200,1200,84.20,True,unsat,0,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0006__vgg16-7__spec5_scale.result,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0006__vgg16-7__spec5_scale.log
7,onnx/vgg16-7.onnx,vnnlib/spec6_folding_chair.vnnlib,1200,1200,59.95,True,unsat,0,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0007__vgg16-7__spec6_folding_chair.result,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0007__vgg16-7__spec6_folding_chair.log
8,onnx/vgg16-7.onnx,vnnlib/spec7_basketball.vnnlib,1200,1200,63.23,True,unsat,0,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0008__vgg16-7__spec7_basketball.result,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0008__vgg16-7__spec7_basketball.log
9,onnx/vgg16-7.onnx,vnnlib/spec8_megalith.vnnlib,1200,1200,80.29,True,unsat,0,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0009__vgg16-7__spec8_megalith.result,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0009__vgg16-7__spec8_megalith.log
10,onnx/vgg16-7.onnx,vnnlib/spec9_sidewinder.vnnlib,1200,1200,62.28,True,unsat,0,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0010__vgg16-7__spec9_sidewinder.result,/data1/Kane/ACT/audit_results/pyrat_strict_20260527/vggnet16_2022/0010__vgg16-7__spec9_sidewinder.log
