idx,onnx,vnnlib,csv_timeout,used_timeout,wall_sec,verdict,result_file,log_file
1,"onnx/AllInOne_10_10.onnx","vnnlib/prop_10_10.vnnlib",900,900,12.36,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0001__AllInOne_10_10__prop_10_10.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0001__AllInOne_10_10__prop_10_10.log"
2,"onnx/AllInOne_10_10.onnx","vnnlib/prop_10_10_0.vnnlib",900,900,9.12,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0002__AllInOne_10_10__prop_10_10_0.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0002__AllInOne_10_10__prop_10_10_0.log"
3,"onnx/AllInOne_10_10.onnx","vnnlib/prop_10_10_1.vnnlib",900,900,7.07,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0003__AllInOne_10_10__prop_10_10_1.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0003__AllInOne_10_10__prop_10_10_1.log"
4,"onnx/AllInOne_10_10.onnx","vnnlib/prop_10_10_2.vnnlib",900,900,6.44,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0004__AllInOne_10_10__prop_10_10_2.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0004__AllInOne_10_10__prop_10_10_2.log"
5,"onnx/AllInOne_10_10.onnx","vnnlib/prop_10_10_3.vnnlib",900,900,9.07,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0005__AllInOne_10_10__prop_10_10_3.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0005__AllInOne_10_10__prop_10_10_3.log"
6,"onnx/AllInOne_10_10.onnx","vnnlib/prop_10_10_4.vnnlib",900,900,10.73,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0006__AllInOne_10_10__prop_10_10_4.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0006__AllInOne_10_10__prop_10_10_4.log"
7,"onnx/AllInOne_30_30.onnx","vnnlib/prop_30_30.vnnlib",900,900,11.73,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0007__AllInOne_30_30__prop_30_30.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0007__AllInOne_30_30__prop_30_30.log"
8,"onnx/AllInOne_30_30.onnx","vnnlib/prop_30_30_0.vnnlib",900,900,10.30,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0008__AllInOne_30_30__prop_30_30_0.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0008__AllInOne_30_30__prop_30_30_0.log"
9,"onnx/AllInOne_30_30.onnx","vnnlib/prop_30_30_1.vnnlib",900,900,11.47,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0009__AllInOne_30_30__prop_30_30_1.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0009__AllInOne_30_30__prop_30_30_1.log"
10,"onnx/AllInOne_30_30.onnx","vnnlib/prop_30_30_2.vnnlib",900,900,9.16,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0010__AllInOne_30_30__prop_30_30_2.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0010__AllInOne_30_30__prop_30_30_2.log"
11,"onnx/AllInOne_30_30.onnx","vnnlib/prop_30_30_3.vnnlib",900,900,7.40,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0011__AllInOne_30_30__prop_30_30_3.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0011__AllInOne_30_30__prop_30_30_3.log"
12,"onnx/AllInOne_30_30.onnx","vnnlib/prop_30_30_4.vnnlib",900,900,6.80,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0012__AllInOne_30_30__prop_30_30_4.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0012__AllInOne_30_30__prop_30_30_4.log"
13,"onnx/AllInOne_30_80.onnx","vnnlib/prop_30_80.vnnlib",900,900,9.87,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0013__AllInOne_30_80__prop_30_80.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0013__AllInOne_30_80__prop_30_80.log"
14,"onnx/AllInOne_30_80.onnx","vnnlib/prop_30_80_0.vnnlib",900,900,9.69,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0014__AllInOne_30_80__prop_30_80_0.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0014__AllInOne_30_80__prop_30_80_0.log"
15,"onnx/AllInOne_30_80.onnx","vnnlib/prop_30_80_1.vnnlib",900,900,6.94,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0015__AllInOne_30_80__prop_30_80_1.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/linearizenn_2024/0015__AllInOne_30_80__prop_30_80_1.log"
