idx,onnx,vnnlib,csv_timeout,used_timeout,wall_sec,verdict_raw,verdict,exit_code,result_file,log_file
1,"onnx/lane_keep_pretrain_con.onnx","vnnlib/prop_lane_keep.vnnlib",100,100,8.98,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0001__lane_keep_pretrain_con__prop_lane_keep.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0001__lane_keep_pretrain_con__prop_lane_keep.log"
2,"onnx/lane_keep_pretrain_inv.onnx","vnnlib/prop_lane_keep.vnnlib",100,100,8.99,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0002__lane_keep_pretrain_inv__prop_lane_keep.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0002__lane_keep_pretrain_inv__prop_lane_keep.log"
3,"onnx/lane_keep_finetune_con.onnx","vnnlib/prop_lane_keep.vnnlib",100,100,8.97,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0003__lane_keep_finetune_con__prop_lane_keep.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0003__lane_keep_finetune_con__prop_lane_keep.log"
4,"onnx/lane_keep_finetune_inv.onnx","vnnlib/prop_lane_keep.vnnlib",100,100,9.01,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0004__lane_keep_finetune_inv__prop_lane_keep.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0004__lane_keep_finetune_inv__prop_lane_keep.log"
5,"onnx/pendulum_pretrain_con.onnx","vnnlib/prop_pendulum.vnnlib",100,100,10.20,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0005__pendulum_pretrain_con__prop_pendulum.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0005__pendulum_pretrain_con__prop_pendulum.log"
6,"onnx/pendulum_pretrain_inv.onnx","vnnlib/prop_pendulum.vnnlib",100,100,10.83,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0006__pendulum_pretrain_inv__prop_pendulum.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0006__pendulum_pretrain_inv__prop_pendulum.log"
7,"onnx/pendulum_finetune_con.onnx","vnnlib/prop_pendulum.vnnlib",100,100,9.45,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0007__pendulum_finetune_con__prop_pendulum.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0007__pendulum_finetune_con__prop_pendulum.log"
8,"onnx/pendulum_finetune_inv.onnx","vnnlib/prop_pendulum.vnnlib",100,100,10.38,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0008__pendulum_finetune_inv__prop_pendulum.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0008__pendulum_finetune_inv__prop_pendulum.log"
9,"onnx/point_mass_pretrain_con.onnx","vnnlib/prop_point_mass.vnnlib",100,100,10.23,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0009__point_mass_pretrain_con__prop_point_mass.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0009__point_mass_pretrain_con__prop_point_mass.log"
10,"onnx/point_mass_pretrain_inv.onnx","vnnlib/prop_point_mass.vnnlib",100,100,10.25,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0010__point_mass_pretrain_inv__prop_point_mass.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0010__point_mass_pretrain_inv__prop_point_mass.log"
11,"onnx/point_mass_finetune_con.onnx","vnnlib/prop_point_mass.vnnlib",100,100,10.26,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0011__point_mass_finetune_con__prop_point_mass.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0011__point_mass_finetune_con__prop_point_mass.log"
12,"onnx/point_mass_finetune_inv.onnx","vnnlib/prop_point_mass.vnnlib",100,100,9.65,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0012__point_mass_finetune_inv__prop_point_mass.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/cersyve/0012__point_mass_finetune_inv__prop_point_mass.log"
