idx,onnx,vnnlib,csv_timeout,used_timeout,wall_sec,verdict,result_file,log_file
13,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Fakerean_label-10_eps-3_idx-54.vnnlib",100,100,4.04,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0013__malware_malimg_family_scaled_linear-25__malbeware_family-Fakerean_label-10_eps-3_idx-54.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0013__malware_malimg_family_scaled_linear-25__malbeware_family-Fakerean_label-10_eps-3_idx-54.log"
14,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Allaple.L_label-3_eps-2_idx-16.vnnlib",100,100,4.12,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0014__malware_malimg_family_scaled_linear-25__malbeware_family-Allaple.L_label-3_eps-2_idx-16.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0014__malware_malimg_family_scaled_linear-25__malbeware_family-Allaple.L_label-3_eps-2_idx-16.log"
15,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Adialer.C_label-0_eps-1_idx-4.vnnlib",100,100,4.34,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0015__malware_malimg_family_scaled_linear-25__malbeware_family-Adialer.C_label-0_eps-1_idx-4.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0015__malware_malimg_family_scaled_linear-25__malbeware_family-Adialer.C_label-0_eps-1_idx-4.log"
16,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Wintrim.BX_label-23_eps-3_idx-119.vnnlib",100,100,4.50,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0016__malware_malimg_family_scaled_linear-25__malbeware_family-Wintrim.BX_label-23_eps-3_idx-119.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0016__malware_malimg_family_scaled_linear-25__malbeware_family-Wintrim.BX_label-23_eps-3_idx-119.log"
17,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Rbotigen_label-18_eps-2_idx-94.vnnlib",100,100,5.02,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0017__malware_malimg_family_scaled_linear-25__malbeware_family-Rbotigen_label-18_eps-2_idx-94.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0017__malware_malimg_family_scaled_linear-25__malbeware_family-Rbotigen_label-18_eps-2_idx-94.log"
18,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Obfuscator.AD_label-17_eps-2_idx-87.vnnlib",100,100,3.77,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0018__malware_malimg_family_scaled_linear-25__malbeware_family-Obfuscator.AD_label-17_eps-2_idx-87.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0018__malware_malimg_family_scaled_linear-25__malbeware_family-Obfuscator.AD_label-17_eps-2_idx-87.log"
19,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Lolyda.AA3_label-14_eps-1_idx-71.vnnlib",100,100,4.81,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0019__malware_malimg_family_scaled_linear-25__malbeware_family-Lolyda.AA3_label-14_eps-1_idx-71.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0019__malware_malimg_family_scaled_linear-25__malbeware_family-Lolyda.AA3_label-14_eps-1_idx-71.log"
20,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Malex.gen!J_label-16_eps-1_idx-84.vnnlib",100,100,4.06,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0020__malware_malimg_family_scaled_linear-25__malbeware_family-Malex.gen!J_label-16_eps-1_idx-84.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0020__malware_malimg_family_scaled_linear-25__malbeware_family-Malex.gen!J_label-16_eps-1_idx-84.log"
21,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Dontovo.A_label-9_eps-1_idx-48.vnnlib",100,100,3.80,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0021__malware_malimg_family_scaled_linear-25__malbeware_family-Dontovo.A_label-9_eps-1_idx-48.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0021__malware_malimg_family_scaled_linear-25__malbeware_family-Dontovo.A_label-9_eps-1_idx-48.log"
22,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Swizzor.gen!E_label-20_eps-3_idx-100.vnnlib",100,100,4.24,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0022__malware_malimg_family_scaled_linear-25__malbeware_family-Swizzor.gen!E_label-20_eps-3_idx-100.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0022__malware_malimg_family_scaled_linear-25__malbeware_family-Swizzor.gen!E_label-20_eps-3_idx-100.log"
23,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Wintrim.BX_label-23_eps-2_idx-117.vnnlib",100,100,4.44,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0023__malware_malimg_family_scaled_linear-25__malbeware_family-Wintrim.BX_label-23_eps-2_idx-117.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0023__malware_malimg_family_scaled_linear-25__malbeware_family-Wintrim.BX_label-23_eps-2_idx-117.log"
24,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Autorun.K_label-5_eps-1_idx-25.vnnlib",100,100,4.08,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0024__malware_malimg_family_scaled_linear-25__malbeware_family-Autorun.K_label-5_eps-1_idx-25.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0024__malware_malimg_family_scaled_linear-25__malbeware_family-Autorun.K_label-5_eps-1_idx-25.log"
25,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Lolyda.AA3_label-14_eps-3_idx-71.vnnlib",100,100,3.55,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0025__malware_malimg_family_scaled_linear-25__malbeware_family-Lolyda.AA3_label-14_eps-3_idx-71.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0025__malware_malimg_family_scaled_linear-25__malbeware_family-Lolyda.AA3_label-14_eps-3_idx-71.log"
26,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Agent.FYI_label-1_eps-3_idx-8.vnnlib",100,100,3.65,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0026__malware_malimg_family_scaled_linear-25__malbeware_family-Agent.FYI_label-1_eps-3_idx-8.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0026__malware_malimg_family_scaled_linear-25__malbeware_family-Agent.FYI_label-1_eps-3_idx-8.log"
27,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Allaple.A_label-2_eps-3_idx-12.vnnlib",100,100,3.62,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0027__malware_malimg_family_scaled_linear-25__malbeware_family-Allaple.A_label-2_eps-3_idx-12.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0027__malware_malimg_family_scaled_linear-25__malbeware_family-Allaple.A_label-2_eps-3_idx-12.log"
28,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Lolyda.AA2_label-13_eps-2_idx-68.vnnlib",100,100,3.55,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0028__malware_malimg_family_scaled_linear-25__malbeware_family-Lolyda.AA2_label-13_eps-2_idx-68.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0028__malware_malimg_family_scaled_linear-25__malbeware_family-Lolyda.AA2_label-13_eps-2_idx-68.log"
29,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Lolyda.AA2_label-13_eps-1_idx-66.vnnlib",100,100,3.93,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0029__malware_malimg_family_scaled_linear-25__malbeware_family-Lolyda.AA2_label-13_eps-1_idx-66.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0029__malware_malimg_family_scaled_linear-25__malbeware_family-Lolyda.AA2_label-13_eps-1_idx-66.log"
30,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Autorun.K_label-5_eps-2_idx-29.vnnlib",100,100,4.59,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0030__malware_malimg_family_scaled_linear-25__malbeware_family-Autorun.K_label-5_eps-2_idx-29.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0030__malware_malimg_family_scaled_linear-25__malbeware_family-Autorun.K_label-5_eps-2_idx-29.log"
31,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Lolyda.AT_label-15_eps-1_idx-79.vnnlib",100,100,3.83,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0031__malware_malimg_family_scaled_linear-25__malbeware_family-Lolyda.AT_label-15_eps-1_idx-79.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0031__malware_malimg_family_scaled_linear-25__malbeware_family-Lolyda.AT_label-15_eps-1_idx-79.log"
32,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-VB.AT_label-22_eps-2_idx-112.vnnlib",100,100,4.13,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0032__malware_malimg_family_scaled_linear-25__malbeware_family-VB.AT_label-22_eps-2_idx-112.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0032__malware_malimg_family_scaled_linear-25__malbeware_family-VB.AT_label-22_eps-2_idx-112.log"
33,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-C2LOP.P_label-6_eps-2_idx-30.vnnlib",100,100,4.50,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0033__malware_malimg_family_scaled_linear-25__malbeware_family-C2LOP.P_label-6_eps-2_idx-30.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0033__malware_malimg_family_scaled_linear-25__malbeware_family-C2LOP.P_label-6_eps-2_idx-30.log"
34,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Instantaccess_label-11_eps-2_idx-57.vnnlib",100,100,4.22,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0034__malware_malimg_family_scaled_linear-25__malbeware_family-Instantaccess_label-11_eps-2_idx-57.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0034__malware_malimg_family_scaled_linear-25__malbeware_family-Instantaccess_label-11_eps-2_idx-57.log"
35,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Dialplatform.B_label-8_eps-1_idx-40.vnnlib",100,100,4.38,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0035__malware_malimg_family_scaled_linear-25__malbeware_family-Dialplatform.B_label-8_eps-1_idx-40.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0035__malware_malimg_family_scaled_linear-25__malbeware_family-Dialplatform.B_label-8_eps-1_idx-40.log"
36,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Malex.gen!J_label-16_eps-3_idx-82.vnnlib",100,100,4.08,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0036__malware_malimg_family_scaled_linear-25__malbeware_family-Malex.gen!J_label-16_eps-3_idx-82.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0036__malware_malimg_family_scaled_linear-25__malbeware_family-Malex.gen!J_label-16_eps-3_idx-82.log"
37,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Autorun.K_label-5_eps-1_idx-27.vnnlib",100,100,4.14,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0037__malware_malimg_family_scaled_linear-25__malbeware_family-Autorun.K_label-5_eps-1_idx-27.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0037__malware_malimg_family_scaled_linear-25__malbeware_family-Autorun.K_label-5_eps-1_idx-27.log"
38,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Allaple.L_label-3_eps-3_idx-16.vnnlib",100,100,4.96,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0038__malware_malimg_family_scaled_linear-25__malbeware_family-Allaple.L_label-3_eps-3_idx-16.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0038__malware_malimg_family_scaled_linear-25__malbeware_family-Allaple.L_label-3_eps-3_idx-16.log"
39,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Allaple.L_label-3_eps-1_idx-18.vnnlib",100,100,4.21,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0039__malware_malimg_family_scaled_linear-25__malbeware_family-Allaple.L_label-3_eps-1_idx-18.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0039__malware_malimg_family_scaled_linear-25__malbeware_family-Allaple.L_label-3_eps-1_idx-18.log"
40,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Swizzor.gen!E_label-20_eps-2_idx-104.vnnlib",100,100,4.15,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0040__malware_malimg_family_scaled_linear-25__malbeware_family-Swizzor.gen!E_label-20_eps-2_idx-104.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0040__malware_malimg_family_scaled_linear-25__malbeware_family-Swizzor.gen!E_label-20_eps-2_idx-104.log"
41,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-VB.AT_label-22_eps-3_idx-111.vnnlib",100,100,3.75,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0041__malware_malimg_family_scaled_linear-25__malbeware_family-VB.AT_label-22_eps-3_idx-111.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0041__malware_malimg_family_scaled_linear-25__malbeware_family-VB.AT_label-22_eps-3_idx-111.log"
42,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Rbotigen_label-18_eps-2_idx-93.vnnlib",100,100,4.53,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0042__malware_malimg_family_scaled_linear-25__malbeware_family-Rbotigen_label-18_eps-2_idx-93.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0042__malware_malimg_family_scaled_linear-25__malbeware_family-Rbotigen_label-18_eps-2_idx-93.log"
43,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Lolyda.AT_label-15_eps-2_idx-76.vnnlib",100,100,3.90,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0043__malware_malimg_family_scaled_linear-25__malbeware_family-Lolyda.AT_label-15_eps-2_idx-76.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0043__malware_malimg_family_scaled_linear-25__malbeware_family-Lolyda.AT_label-15_eps-2_idx-76.log"
44,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-C2LOP.P_label-6_eps-2_idx-31.vnnlib",100,100,3.51,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0044__malware_malimg_family_scaled_linear-25__malbeware_family-C2LOP.P_label-6_eps-2_idx-31.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0044__malware_malimg_family_scaled_linear-25__malbeware_family-C2LOP.P_label-6_eps-2_idx-31.log"
45,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Allaple.L_label-3_eps-2_idx-18.vnnlib",100,100,3.12,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0045__malware_malimg_family_scaled_linear-25__malbeware_family-Allaple.L_label-3_eps-2_idx-18.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0045__malware_malimg_family_scaled_linear-25__malbeware_family-Allaple.L_label-3_eps-2_idx-18.log"
46,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Autorun.K_label-5_eps-1_idx-28.vnnlib",100,100,3.26,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0046__malware_malimg_family_scaled_linear-25__malbeware_family-Autorun.K_label-5_eps-1_idx-28.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0046__malware_malimg_family_scaled_linear-25__malbeware_family-Autorun.K_label-5_eps-1_idx-28.log"
47,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Allaple.A_label-2_eps-2_idx-13.vnnlib",100,100,3.55,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0047__malware_malimg_family_scaled_linear-25__malbeware_family-Allaple.A_label-2_eps-2_idx-13.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0047__malware_malimg_family_scaled_linear-25__malbeware_family-Allaple.A_label-2_eps-2_idx-13.log"
48,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Alueron.gen!J_label-4_eps-1_idx-23.vnnlib",100,100,3.24,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0048__malware_malimg_family_scaled_linear-25__malbeware_family-Alueron.gen!J_label-4_eps-1_idx-23.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0048__malware_malimg_family_scaled_linear-25__malbeware_family-Alueron.gen!J_label-4_eps-1_idx-23.log"
49,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Dialplatform.B_label-8_eps-2_idx-43.vnnlib",100,100,3.27,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0049__malware_malimg_family_scaled_linear-25__malbeware_family-Dialplatform.B_label-8_eps-2_idx-43.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0049__malware_malimg_family_scaled_linear-25__malbeware_family-Dialplatform.B_label-8_eps-2_idx-43.log"
50,"onnx/malware_malimg_family_scaled_linear-25.onnx","vnnlib/malbeware_family-Instantaccess_label-11_eps-2_idx-55.vnnlib",100,100,3.49,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0050__malware_malimg_family_scaled_linear-25__malbeware_family-Instantaccess_label-11_eps-2_idx-55.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0050__malware_malimg_family_scaled_linear-25__malbeware_family-Instantaccess_label-11_eps-2_idx-55.log"
51,"onnx/malware_malimg_family_scaled_4-25.onnx","vnnlib/malbeware_family-Obfuscator.AD_label-17_eps-1_idx-89.vnnlib",100,100,4.04,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0051__malware_malimg_family_scaled_4-25__malbeware_family-Obfuscator.AD_label-17_eps-1_idx-89.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0051__malware_malimg_family_scaled_4-25__malbeware_family-Obfuscator.AD_label-17_eps-1_idx-89.log"
52,"onnx/malware_malimg_family_scaled_4-25.onnx","vnnlib/malbeware_family-VB.AT_label-22_eps-3_idx-112.vnnlib",100,100,3.95,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0052__malware_malimg_family_scaled_4-25__malbeware_family-VB.AT_label-22_eps-3_idx-112.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0052__malware_malimg_family_scaled_4-25__malbeware_family-VB.AT_label-22_eps-3_idx-112.log"
53,"onnx/malware_malimg_family_scaled_4-25.onnx","vnnlib/malbeware_family-Allaple.A_label-2_eps-3_idx-11.vnnlib",100,100,3.48,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0053__malware_malimg_family_scaled_4-25__malbeware_family-Allaple.A_label-2_eps-3_idx-11.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0053__malware_malimg_family_scaled_4-25__malbeware_family-Allaple.A_label-2_eps-3_idx-11.log"
54,"onnx/malware_malimg_family_scaled_4-25.onnx","vnnlib/malbeware_family-Skintrim.N_label-19_eps-3_idx-96.vnnlib",100,100,3.47,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0054__malware_malimg_family_scaled_4-25__malbeware_family-Skintrim.N_label-19_eps-3_idx-96.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0054__malware_malimg_family_scaled_4-25__malbeware_family-Skintrim.N_label-19_eps-3_idx-96.log"
55,"onnx/malware_malimg_family_scaled_4-25.onnx","vnnlib/malbeware_family-Lolyda.AA1_label-12_eps-3_idx-64.vnnlib",100,100,3.72,"unknown","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0055__malware_malimg_family_scaled_4-25__malbeware_family-Lolyda.AA1_label-12_eps-3_idx-64.result","/data1/Kane/ACT/audit_results/cora_strict_20260526/malbeware/0055__malware_malimg_family_scaled_4-25__malbeware_family-Lolyda.AA1_label-12_eps-3_idx-64.log"
